Date,sp500_return(%),gold_return(%),vix_close,bond_yields_close
2010-01-04,1.6043417666686821,2.054419375742733,20.040000915527344,0.054999999701976776
2010-01-05,0.31156756258232665,0.035789964349830505,19.350000381469727,0.05999999865889549
2010-01-06,0.05455206301101523,1.5919908073333877,19.15999984741211,0.04500000178813934
2010-01-07,0.400120187417663,-0.24650486556414553,19.059999465942383,0.04500000178813934
2010-01-08,0.28817272914287706,0.45009052120932314,18.1299991607666,0.03999999910593033
2010-01-11,0.17467554316374923,1.0982253150801924,17.549999237060547,0.02500000037252903
2010-01-12,-0.9381166148364262,-1.8944927159865954,18.25,0.03999999910593033
2010-01-13,0.8325925658531075,0.6643635253611446,17.850000381469727,0.05000000074505806
2010-01-14,0.24264254383745687,0.5455782329001346,17.6299991607666,0.04500000178813934
2010-01-15,-1.0823130159869354,-1.093996172509093,17.90999984741211,0.054999999701976776
2010-01-19,1.2499626599363545,0.8494802047013694,17.579999923706055,0.05000000074505806
2010-01-20,-1.0597829662970737,-2.404132975137585,18.68000030517578,0.05000000074505806
2010-01-21,-1.8944903389788381,-0.8630852499165398,22.270000457763672,0.03999999910593033
2010-01-22,-2.2140988764300484,-1.2242677607497088,27.309999465942383,0.04500000178813934
2010-01-25,0.45980980127011684,0.5508630434241768,25.40999984741211,0.04500000178813934
2010-01-26,-0.42031995736809824,0.24653701265220374,24.549999237060547,0.06499999761581421
2010-01-27,0.48801522109449547,-1.2296201566444842,23.139999389648438,0.07000000029802322
2010-01-28,-1.1817740959567224,-0.07377801642500792,23.729999542236328,0.07000000029802322
2010-01-29,-0.9829173828039273,-0.0553687337998543,24.6200008392334,0.07000000029802322
2010-02-01,1.4266108894671836,1.9667635113688853,22.59000015258789,0.08500000089406967
2010-02-02,1.297294837718499,1.1862695831480918,21.479999542236328,0.09000000357627869
2010-02-03,-0.547431142933863,-0.5369607901294149,21.600000381469727,0.09000000357627869
2010-02-04,-3.1140677888039425,-4.408853601189467,26.079999923706055,0.08500000089406967
2010-02-05,0.2897118921960873,-0.960097233413848,26.110000610351562,0.08500000089406967
2010-02-08,-0.886329049344714,1.2830261002164667,26.510000228881836,0.09000000357627869
2010-02-09,1.3040132316577413,1.0321854653276619,26.0,0.10000000149011612
2010-02-10,-0.22325735201887964,-0.08357967721374093,25.399999618530273,0.10000000149011612
2010-02-11,0.9680437561949251,1.710345929412549,23.959999084472656,0.0949999988079071
2010-02-12,-0.2744592819371894,-0.42953311840686625,22.729999542236328,0.09000000357627869
